x_mm,y_mm,start_layer,stop_layer,drill_mm,land_mm,net,type
14.014643,50.864996,L6,L5,.100,.250,GND,RF_FENCE
13.614644,50.864996,L6,L5,.100,.250,GND,RF_FENCE
13.214645,50.864996,L6,L5,.100,.250,GND,RF_FENCE
12.814645,50.864996,L6,L5,.100,.250,GND,RF_FENCE
12.414646,50.864996,L6,L5,.100,.250,GND,RF_FENCE
3.534999,49.871998,L6,L5,.100,.250,GND,RF_FENCE
3.534999,50.271997,L6,L5,.100,.250,GND,RF_FENCE
3.534999,50.671997,L6,L5,.100,.250,GND,RF_FENCE
3.885359,50.864994,L6,L5,.100,.250,GND,RF_FENCE
4.285358,50.864994,L6,L5,.100,.250,GND,RF_FENCE
4.685358,50.864994,L6,L5,.100,.250,GND,RF_FENCE
5.085357,50.864994,L6,L5,.100,.250,GND,RF_FENCE
5.485356,50.864996,L6,L5,.100,.250,GND,RF_FENCE
5.885355,50.864996,L6,L5,.100,.250,GND,RF_FENCE
6.285354,50.864996,L6,L5,.100,.250,GND,RF_FENCE
6.685354,50.864996,L6,L5,.100,.250,GND,RF_FENCE
7.085353,50.864996,L6,L5,.100,.250,GND,RF_FENCE
7.485352,50.864999,L6,L5,.100,.250,GND,RF_FENCE
2.664998,49.871998,L6,L5,.100,.250,GND,RF_FENCE
2.664998,50.271997,L6,L5,.100,.250,GND,RF_FENCE
2.664998,50.671997,L6,L5,.100,.250,GND,RF_FENCE
2.668532,51.071981,L6,L5,.100,.250,GND,RF_FENCE
2.814549,51.444378,L6,L5,.100,.250,GND,RF_FENCE
3.133959,51.685162,L6,L5,.100,.250,GND,RF_FENCE
3.530841,51.734999,L6,L5,.100,.250,GND,RF_FENCE
3.930840,51.734999,L6,L5,.100,.250,GND,RF_FENCE
4.330840,51.734999,L6,L5,.100,.250,GND,RF_FENCE
4.730839,51.734999,L6,L5,.100,.250,GND,RF_FENCE
5.130838,51.734999,L6,L5,.100,.250,GND,RF_FENCE
5.530837,51.734999,L6,L5,.100,.250,GND,RF_FENCE
5.930836,51.734999,L6,L5,.100,.250,GND,RF_FENCE
6.330836,51.734999,L6,L5,.100,.250,GND,RF_FENCE
6.730835,51.734999,L6,L5,.100,.250,GND,RF_FENCE
7.130834,51.734999,L6,L5,.100,.250,GND,RF_FENCE
7.530833,51.734999,L6,L5,.100,.250,GND,RF_FENCE
7.930832,51.734999,L6,L5,.100,.250,GND,RF_FENCE
8.330662,51.723293,L6,L5,.100,.250,GND,RF_FENCE
8.690089,51.547758,L6,L5,.100,.250,GND,RF_FENCE
6.734998,27.845438,L6,L5,.100,.250,GND,RF_FENCE
6.440267,27.575005,L6,L5,.100,.250,GND,RF_FENCE
6.040267,27.575005,L6,L5,.100,.250,GND,RF_FENCE
5.640268,27.575005,L6,L5,.100,.250,GND,RF_FENCE
5.240269,27.575002,L6,L5,.100,.250,GND,RF_FENCE
4.840270,27.575002,L6,L5,.100,.250,GND,RF_FENCE
4.440271,27.575002,L6,L5,.100,.250,GND,RF_FENCE
7.604999,27.857437,L6,L5,.100,.250,GND,RF_FENCE
7.604999,27.457438,L6,L5,.100,.250,GND,RF_FENCE
7.505139,27.070103,L6,L5,.100,.250,GND,RF_FENCE
7.217374,26.792268,L6,L5,.100,.250,GND,RF_FENCE
6.827009,26.704999,L6,L5,.100,.250,GND,RF_FENCE
6.427010,26.704999,L6,L5,.100,.250,GND,RF_FENCE
6.027011,26.704999,L6,L5,.100,.250,GND,RF_FENCE
5.627012,26.704999,L6,L5,.100,.250,GND,RF_FENCE
5.227013,26.704999,L6,L5,.100,.250,GND,RF_FENCE
4.827013,26.704999,L6,L5,.100,.250,GND,RF_FENCE
4.427014,26.704999,L6,L5,.100,.250,GND,RF_FENCE
2.809387,37.813234,L6,L5,.100,.250,GND,RF_FENCE
2.667739,37.439153,L6,L5,.100,.250,GND,RF_FENCE
2.664998,37.039161,L6,L5,.100,.250,GND,RF_FENCE
2.664998,36.639162,L6,L5,.100,.250,GND,RF_FENCE
2.664998,36.239163,L6,L5,.100,.250,GND,RF_FENCE
2.664998,35.839164,L6,L5,.100,.250,GND,RF_FENCE
2.664998,35.439165,L6,L5,.100,.250,GND,RF_FENCE
3.884681,37.669498,L6,L5,.100,.250,GND,RF_FENCE
3.601839,37.386656,L6,L5,.100,.250,GND,RF_FENCE
3.534999,36.992281,L6,L5,.100,.250,GND,RF_FENCE
3.534999,36.592281,L6,L5,.100,.250,GND,RF_FENCE
3.534999,36.192282,L6,L5,.100,.250,GND,RF_FENCE
3.534999,35.792283,L6,L5,.100,.250,GND,RF_FENCE
3.534999,35.392284,L6,L5,.100,.250,GND,RF_FENCE
