PAD_FIELDS=TYPE|COMPONENT|PIN|EXPANSION|EXPANSION_MODE|TOP_SOLDER|BOTTOM_SOLDER|PASTE_ENABLED|TOP_PASTE_ENABLED|BOTTOM_PASTE_ENABLED
VIA|87|0|2|1
VIA|88|0|2|1
VIA|89|0|2|1
VIA|90|0|2|1
VIA|91|0|2|1
VIA|92|0|2|1
VIA|93|0|2|1
VIA|94|0|2|1
VIA|95|0|2|1
VIA|96|0|2|1
VIA|97|0|2|1
VIA|98|0|2|1
VIA|99|0|2|1
VIA|100|0|2|1
VIA|101|0|2|1
VIA|102|0|2|1
VIA|103|0|2|1
VIA|104|0|2|1
VIA|105|0|2|1
VIA|106|0|2|1
VIA|107|0|2|1
VIA|108|0|2|1
VIA|109|0|2|1
VIA|110|0|2|1
VIA|111|0|2|1
VIA|112|0|2|1
VIA|113|0|2|1
VIA|114|0|2|1
VIA|115|0|2|1
VIA|116|0|2|1
VIA|117|0|2|1
VIA|118|0|2|1
VIA|119|0|2|1
VIA|120|0|2|1
VIA|121|0|2|1
VIA|122|0|2|1
VIA|123|0|2|1
VIA|124|0|2|1
VIA|125|0|2|1
VIA|126|0|2|1
VIA|127|0|2|1
VIA|128|0|2|1
VIA|129|0|2|1
VIA|130|0|2|1
VIA|131|0|2|1
VIA|132|0|2|1
VIA|133|0|2|1
VIA|134|0|2|1
VIA|135|0|2|1
VIA|136|0|2|1
VIA|137|0|2|1
COMPLETE
