x_mm,y_mm,start_layer,stop_layer,drill_mm,land_mm,net,type
16.835001,50.353224,L6,L5,.100,.250,GND,RF_FENCE
16.835001,49.953225,L6,L5,.100,.250,GND,RF_FENCE
8.728629,51.510662,L6,L5,.100,.250,GND,RF_FENCE
8.382922,51.711873,L6,L5,.100,.250,GND,RF_FENCE
7.983591,51.734999,L6,L5,.100,.250,GND,RF_FENCE
7.583592,51.734999,L6,L5,.100,.250,GND,RF_FENCE
7.183592,51.734999,L6,L5,.100,.250,GND,RF_FENCE
6.783593,51.734999,L6,L5,.100,.250,GND,RF_FENCE
6.383594,51.734999,L6,L5,.100,.250,GND,RF_FENCE
5.983595,51.734999,L6,L5,.100,.250,GND,RF_FENCE
5.583596,51.734999,L6,L5,.100,.250,GND,RF_FENCE
5.183596,51.734999,L6,L5,.100,.250,GND,RF_FENCE
4.783597,51.734999,L6,L5,.100,.250,GND,RF_FENCE
4.383598,51.734999,L6,L5,.100,.250,GND,RF_FENCE
3.983599,51.734999,L6,L5,.100,.250,GND,RF_FENCE
3.583600,51.734999,L6,L5,.100,.250,GND,RF_FENCE
3.184896,51.702820,L6,L5,.100,.250,GND,RF_FENCE
2.848696,51.486095,L6,L5,.100,.250,GND,RF_FENCE
2.675776,51.125402,L6,L5,.100,.250,GND,RF_FENCE
2.664998,50.725548,L6,L5,.100,.250,GND,RF_FENCE
2.664998,50.325548,L6,L5,.100,.250,GND,RF_FENCE
2.664998,49.925549,L6,L5,.100,.250,GND,RF_FENCE
7.847429,50.864991,L6,L5,.100,.250,GND,RF_FENCE
7.447430,50.864994,L6,L5,.100,.250,GND,RF_FENCE
7.047431,50.864994,L6,L5,.100,.250,GND,RF_FENCE
6.647431,50.864994,L6,L5,.100,.250,GND,RF_FENCE
6.247432,50.864994,L6,L5,.100,.250,GND,RF_FENCE
5.847433,50.864996,L6,L5,.100,.250,GND,RF_FENCE
5.447434,50.864996,L6,L5,.100,.250,GND,RF_FENCE
5.047435,50.864996,L6,L5,.100,.250,GND,RF_FENCE
4.647435,50.864996,L6,L5,.100,.250,GND,RF_FENCE
4.247436,50.864999,L6,L5,.100,.250,GND,RF_FENCE
3.847437,50.864999,L6,L5,.100,.250,GND,RF_FENCE
3.535004,50.615225,L6,L5,.100,.250,GND,RF_FENCE
3.535004,50.215226,L6,L5,.100,.250,GND,RF_FENCE
4.131998,26.704999,L6,L5,.100,.250,GND,RF_FENCE
4.531998,26.704999,L6,L5,.100,.250,GND,RF_FENCE
4.931997,26.704999,L6,L5,.100,.250,GND,RF_FENCE
5.331996,26.704999,L6,L5,.100,.250,GND,RF_FENCE
5.724776,26.780647,L6,L5,.100,.250,GND,RF_FENCE
6.021972,27.048369,L6,L5,.100,.250,GND,RF_FENCE
6.134956,27.432081,L6,L5,.100,.250,GND,RF_FENCE
6.134999,27.832080,L6,L5,.100,.250,GND,RF_FENCE
4.131998,27.574999,L6,L5,.100,.250,GND,RF_FENCE
4.531998,27.574999,L6,L5,.100,.250,GND,RF_FENCE
4.931997,27.574999,L6,L5,.100,.250,GND,RF_FENCE
5.264993,27.796614,L6,L5,.100,.250,GND,RF_FENCE
3.534999,35.371999,L6,L5,.100,.250,GND,RF_FENCE
3.534999,35.771999,L6,L5,.100,.250,GND,RF_FENCE
3.534999,36.171998,L6,L5,.100,.250,GND,RF_FENCE
3.534999,36.571997,L6,L5,.100,.250,GND,RF_FENCE
3.534999,36.971996,L6,L5,.100,.250,GND,RF_FENCE
3.584148,37.368965,L6,L5,.100,.250,GND,RF_FENCE
3.866990,37.651809,L6,L5,.100,.250,GND,RF_FENCE
2.664998,35.371999,L6,L5,.100,.250,GND,RF_FENCE
2.664998,35.771999,L6,L5,.100,.250,GND,RF_FENCE
2.664998,36.171998,L6,L5,.100,.250,GND,RF_FENCE
2.664998,36.571997,L6,L5,.100,.250,GND,RF_FENCE
2.664998,36.971996,L6,L5,.100,.250,GND,RF_FENCE
2.664998,37.371995,L6,L5,.100,.250,GND,RF_FENCE
2.771889,37.757448,L6,L5,.100,.250,GND,RF_FENCE
